,phrase_id,first_ws_index,total_ws,total,phrase_stem
2022,2371,0,1,1,although commit time two offens distinct penalti applic
2023,2372,0,1,1,one invok estoppel must show misl silenc conduct person sought estop reli act damag upon silenc conduct
2024,2374,-1,0,1,specif claim patent constitut contract unit state patente read constru togeth purpos limit contract expand claim purpos ascertain entir agreement actual intent parti
2025,2375,0,1,1,varianc indict evid fatal accus misl prejudic accus expos danger doubl jeopardi
2026,2376,0,2,2,feder court must uphold statut readili suscept narrow construct would make constitut
2027,2377,0,1,1,titl vii requir proof explicit overt discrimin
2028,2378,0,1,1,remedi violat antitrust law avoid payment due contract rather redress antitrust statut establish — privat trebl damag action
2029,2379,0,1,2,parti may attempt surviv motion summari judgment manufactur factual disput submiss affidavit contradict prior deposit testimoni
2030,2380,0,1,1,perman employe classifi servic whose employ may termin caus properti interest continu employ entitl due process protect
2031,2381,0,2,2,util efficaci need demonstr refer serv anticipatori prior art section 102
2032,2382,6,1,9,interest cannot recov suit govern absenc express waiver sovereign immun award interest
2033,2383,0,1,1,sharehold may loan money corpor achiev correspond tax treatment
2034,2384,0,1,1,admiss incompet evid object ordinarili ground revers compet evid suffici support find sinc judg presum disregard inadmiss reli compet evid
2035,2385,0,1,1,legislatur prescrib particular vote procedur right vote precis manner fundament right one sourc fundament natur lie
2036,2386,0,1,1,feder appel court gener consid issu rais absent manifest injustic
2037,2387,0,1,1,divers case fifth circuit state law govern measur damag
2038,2388,7,1,13,administr interpret entitl great weight
2039,2389,2,1,3,crimin defend due process right fair trial
2040,2390,0,1,2,upon adjud insolv appoint receiv may 22d polici feder reserv termin enforc oblig respect face amount holder becam creditor amount equal valu polici right particip pro rata asset receivership
2041,2391,0,1,1,promis dig well pay delay rental condit leas unless delay rental paid leas shall termin well drill within certain time ordinarili satisfi payment delay rental
2042,2392,0,1,1,tenant common cannot without preced author subsequ ratif coten impos easement dedic upon common properti favor third parti
2043,2393,0,1,2,conspiraci commit crime crime separ punish offens
2044,2394,0,1,1,wrong occur one jurisdict action brought anoth rule contributori neglig first govern
2045,2395,0,1,1,success section 1983 claim depend plaintiff abil state caus action feder constitut statutori provis
2046,2397,0,1,1,voluntari recognit may highli inform
2047,2398,0,1,1,feder court may restrain parti suit remov attempt proceed case state court remov
2048,2399,0,2,2,everi essenti fact necessari constitut crime sought charg alleg directli posit omiss fact cannot suppli implic intend
2049,2400,0,1,1,payment charact order deduct gross incom must servic actual render must reason amount
2050,2401,0,1,1,question patent count interfer ancillari issu prioriti consid interfer proceed
2051,2402,1,1,2,function court appeal petit review decis tax court tri case de novo
2052,2403,0,1,1,claim common law defam may brought § 1983
2053,2405,0,1,1,juri could properli consid evid relat year 1961 1964 issu intent defraud 1965 even though found appel guilti tax evas year 1963 1964
2054,2406,0,1,1,anti-injunct act preclud bankruptci court enjoin ir collect tfrp assess 26 u.s.c § 6672 respons offic debtor corpor
2055,2407,0,1,1,inmat absolut right call live wit disciplinari hear
2056,2408,0,1,1,everi contract subject impli condit fulfil may frustrat proper exercis polic power
2057,2409,0,1,1,fifth amend privileg self-incrimin must assert time fashion person seek protect
2058,2410,1,1,2,feder court jurisdict conspiraci begun defend minor complet eighteenth birthday
2059,2411,1,1,2,conclus head execut depart question commit law review court fairli arriv substanti evid support cannot justli said palpabl wrong therefor arbitrari
2060,2413,0,1,1,person citizenship executor administr rather deced control determin divers citizenship purpos feder jurisdict
2061,2414,0,1,1,incom tax statut may given retroact effect without violat constitut
2062,2415,-1,0,49,prison inmat retain first amend right inconsist statu prison legitim penolog object correct system
2063,2416,0,1,1,appel court review action lower court matter within discret unless appear abus discret find abus
2064,2417,0,1,1,writ habea corpu cannot made take place writ error inquiri limit whether trial court jurisdict impos legal sentenc
2065,2419,0,2,2,statut ambigu examin legisl histori determin congress intend mean
2066,2420,0,1,1,imposit sentenc intric substanti part administr justic sentenc impos substitut judg without legal justif constitut depriv defend constitut privileg
2067,2421,0,1,1,gener order grant judgment matter law liabil order new trial issu damag final appeal order
2068,2422,1,1,27,fraud must plead particular
2069,2423,0,1,1,congress commit head depart certain duti requir exercis judgment discret court overturn determin case abus discret determin clearli wrong
2070,2424,0,1,2,persecut encompass form unfair unjust even unlaw treatment
2071,2426,0,1,1,limit period 29 u.s.c § 626 d absolut subject equit modif
2072,2427,0,1,1,one secondarili liabl call upon make good oblig pay debt step shoe former creditor
2073,2428,0,1,1,letter upon indict base need written defend need letter contain within fraudul scheme it suffici use mail caus defend further fraudul scheme
2074,2429,-1,0,1,mere evid opportun conspir stand alon support infer antitrust conspiraci
2075,2431,25,1,92,protect afford fourth amend
2076,2432,0,1,1,specif mean interst transport need establish pereira et al v unit state 347 u. 1 9 74 s.ct 358 98 l.ed 435 1953 cash check money order one state drawn bank anoth state compet evid instrument would necess travel interst commerc
2077,2433,0,2,3,suffici evid crimin convict question review tribun examin record light favor govern
2078,2434,0,1,2,§ 2255 motion vacat separ distinct remedi habea corpu proper
2079,2435,-1,0,1,use jepson format effect admiss appel process step recit preambl known art leav consider whether recit follow improv claus impart patent claim
2080,2438,8,1,49,requir mandatori jurisdict
2081,2440,0,1,1,employe vacat cannot render employ liabl further privat pursuit period
2082,2441,81,1,97,expound statut must
2083,2442,0,1,1,newcom may compel add distinguish word choos use even surnam conduct busi
2084,2443,0,1,2,failur meet file deadlin may excus certain uniqu circumst failur relianc affirm statement court
2085,2444,12,1,58,unless congress convey purpos clearli deem significantli chang federal-st balanc
2086,2445,3,2,6,guidelin commentari authorit unless violat constitut feder statut inconsist plainli erron read guidelin
2087,2446,0,1,5,otherwis law exercis right afford collect bargain agreement becom unlaw aim secur object proscrib section 8 b 4
2088,2447,0,1,3,full faith credit extend state court determin subject matter jurisdict controversi well merit controversi
2089,2448,0,1,1,standard may review determin see whether support substanti evid
2090,2449,0,1,1,indict suffici track languag statut provid statement fact give notic offens accus
2091,2450,0,1,1,claim court bound view comptrol gener
2092,2451,0,1,1,everi physic mental impair constitut disabl specif paramet ada
2093,2452,0,1,1,unless corrobor independ evid corpu delicti confess extrajudici admiss defend suffici sustain convict
2094,2454,0,1,1,common assigne entitl proceed termin disclaim overcom reject base doubl patent obvious type
2095,2455,1,1,2,defend right withdraw guilti plea withdraw motion commit sound discret district court
2096,2456,1,1,2,absenc statut author prejudg interest mere indic question govern tradit judge-mad principl
2097,2458,-1,0,7,time suffici claim refund jurisdict prerequisit refund suit
2098,2459,-1,0,1,find fact clearli erron revers rule 52 review court entir evid left definit firm convict mistak commit
2099,2460,0,13,79,defend voluntari cessat challeng practic depriv feder court power determin legal practic
2100,2461,0,1,1,must revers order district court upon review record whole find refere find support substanti evid
2101,2464,0,1,1,panel rule issu becom law circuit may overrul anoth panel
2102,2465,0,2,3,whether grant continu determin left broad discret ij
2103,2466,0,1,1,one guilti inequit immor fraudul conduct cannot maintain claim concern matter anoth similar action
2104,2467,9,2,61,right make arrest investigatori stop necessarili carri right use degre physic coercion threat thereof effect
2105,2468,0,1,1,consider may flow third-parti
2106,2469,0,1,1,claim may properli reject upon combin refer even though combin show element defin claim limit shown prior art make claim patent disclosur prior art
2107,2470,0,1,5,indig accus deni effect assist counsel critic stage crimin process court-appoint attorney fail advis right appeal procedur time limit involv right appoint counsel appeal
2108,2471,0,1,1,possibl plaintiff meet burden estim base recollect
2109,2472,0,1,1,consecut cumul penalti may impos separ offens
2110,2473,0,1,1,section 301 provid basi action breach duti fair represent union entiti individu happen hold posit union
2111,2474,0,1,1,absenc cooper agreement court may inquir govern failur make motion unless substanti threshold show unconstitut motiv race religion defend
2112,2476,0,1,2,state court need rule merit issu feder habea court
2113,2477,0,1,1,court power rais issu sua spont despit procedur restraint
2114,2478,0,1,1,object litig rather theori recoveri determin limit period appli
