,sentence_id,case_caption,case_date,phrase_id,phrase_stem,sentence,is_ws,is_first_ws
63118,88d41ac3-21ab-4c6d-b885-2901af849550,"UNITED STATES v. BENSHOP, 138 F.3d 1229 (8th Cir. 1998)",1998-03-13,1150,due process inquiri assess natur degre prejudic result miss evid must made light overal strength govern case,"It is well-established in this circuit that, in this due process inquiry, an assessment of the nature and degree of the prejudice resulting from the missing evidence must be made in light of the overall strength of the government''s case.",True,True
65823,eca6fd0e-e50d-482d-832b-0bc837d84d3f,"BAIRD v. FRANKLIN, 141 F.2d 238 (2nd Cir. 1944)",1944-02-25,1151,member class whose protect statutori duti creat may sue injuri result breach common law suppli remedi statut give none,It is well established that members of a class for whose protection a statutory duty is created may sue for injuries resulting from its breach and that the common law will supply a remedy if the statute gives none.,True,True
68258,101347c2-b26c-4f0d-b599-067f66762c5d,"IN RE NORTHEAST CORPORATION, 519 F.2d 1360 (4th Cir. 1975)",1975-07-23,1152,announc creditor opposit control issu good faith factor weigh unless clear object creditor would affect plan,"It is well established in this circuit, however, that while announced creditor opposition is not controlling on the issue of good faith, it is """"a factor to be weighed unless it is clear that the objecting creditors would not be affected by the plan."""" Janaf Shopping Center, Inc. v. Chase Manhattan Bank,282 F.2d 211, 214-15 (4 Cir. 1960). See also, Wachovia Bank Trust Co. v. Dameron,406 F.2d 803, 806 (4 Cir. 1969); In ReBermec Corporation,445 F.2d 367, 369 (2 Cir. 1971).",True,True
50406,b1b5ad17-40f8-44b3-af53-515444888ecb,"TELE-COMMUNICATIONS v. COMM. OF INT. REV., 104 F.3d 1229 (10th Cir. 1997)",1997-01-17,1153,matter question may taken resolv first time appeal one left primarili discret court appeal exercis fact individu case,"It is well-settled that """"[t]he matter of what questions may be taken up and resolved for the first time on appeal is one left primarily to the discretion of the courts of appeals, to be exercised on the facts of individual cases."""" Singleton v. Wulff, 428 U.S. 106, 121 (1976).",True,True
68963,a16b4d08-3cc5-4e39-84a7-6c700458d8ce,"FORD v. LURIA STEEL  TRADING CORP., 192 F.2d 880 (8th Cir. 1951)",1951-12-03,1154,parol evid admiss affect contradict modifi vari add subtract written instrument,"It is well established that parol evidence is not admissible to affect, contradict, modify, vary, add to or subtract from a written instrument. 32 C.J.S., Evidence, § 851; 20 Am.Jur. 958; Theno v. National Assurance Corp., 133 Neb. 618,276 N.W. 375, 377; Walter v. Sohio Petroleum Co., 402 Ill. 33,83 N.E.2d 346.",True,True
32419,dfe8be9d-9a93-4c97-a261-25ff2ae997d7,"BROWN v. PACIFIC LIFE INS. CO, 462 F.3d 384 (5th Cir. 2006)",2006-08-23,1155,faa declar nation polici favor arbitr,"It is now well-established that the FAA """"declared a national policy in favor of arbitration."""" Mun.Energy Agency of Miss. v. Big Rivers Elec.",True,True
63265,08ea052b-af26-4af8-8a15-c49427def814,"SHAMA v. UNITED STATES, 94 F.2d 1 (8th Cir. 1938)",1938-01-31,1157,prosecut offens juri may infer intent circumst evid,It is well settled that in prosecutions for this offense the jury may infer intent from all the circumstances in evidence.,True,True
9638,25b03650-8bcf-4474-9eee-dc65509682c1,"IN RE LOCKWOOD, 50 F.3d 966 (Fed. Cir. 1995)",1995-01-11,1158,constitut right juri trial extend beyond bound set common law form action exist time amend adopt,"It is now well settled, however, that the constitutional right to a jury trial extends beyond the bounds set by the common law forms of action existing at the time of the Amendment''s adoption. Curtis v.Loether,415 U.S. 189, 193-94, 94 S.Ct. 1005, 1007-08,39 L.Ed.2d 260 (1974).",True,True
27667,81fc7656-ae68-4558-8683-d08557601f1d,"CHEROKEE NATION OF OKLAHOMA v. BABBITT, 117 F.3d 1489 (D.C. Cir. 1997)",1997-07-15,1159,indian tribe distinct independ polit commun retain origin natur right matter local self-govern,"It is well established that """"Indian tribes are `distinct, independent political communities, retaining their original natural rights'' in matters of local self-government."""" Santa Clara Pueblo, 436 U.S. at 55(quoting Worcester v. Georgia, 31 U.S. (6 Pet.) 515, 559 (1832)); Felix S. Cohen''s Handbook of Federal Indian Law 232 (1982).",True,True
63333,0f27a87d-faa9-4774-b809-cf7b2faba074,"BAPTISTE v. C.I.R., 29 F.3d 1533 (11th Cir. 1994)",1994-08-29,1160,doctrin re judicata applic tax case,It is well settled that the doctrine of res judicata is applicable in tax cases. United States v.International Bldg.,True,True
58954,f34833cd-4130-4032-8459-ddb3d2d72ed1,"HOSTETLER v. BROTHERHOOD OF RAILROAD TRAINMEN, 287 F.2d 457 (4th Cir. 1961)",1961-02-23,1162,railway labor act nation labor relat act 29 u.s.c.a § 151 et seq bargain agent must fairli without discrimin repres employe bargain unit employe discriminatorili treat recours feder court,"It is well established that, under both the Railway Labor Act and the National Labor Relations Act, 29 U.S.C.A. § 151 et seq., a bargaining agent must fairly and without discrimination represent all employees in the bargaining unit, and that employees discriminatorily treated have recourse to the federal courts.",True,True
66581,987dc307-d9ad-4445-8c09-2035b40e5540,"U.S. v. RIVERA-RODRIGUEZ, 489 F.3d 48 (1st Cir. 2007)",2007-05-31,1164,convict defend right sentenc basi accur reliabl inform implicit right opportun rebut govern evid inform present report,"It is well established, however, """"that a convicted defendant has the right to be sentenced on the basis of accurate and reliable information, and that implicit in this right is the opportunity to rebut the government''s evidence and the information in the presentence report."""" Blackwell, 49 F.3d at 1235(citation omitted).",True,True
69071,b2fd17fe-1565-415b-a7b0-0e84f5839e08,"HUTCHINSON v. EQUITABLE LIFE ASSU. S., U.S., 335 F.2d 592 (5th Cir. 1964)",1964-07-16,1165,cours deal parti insur accept overdu premium insur good health give repres right pay tender premium matur bad state health die,"It is well settled that a course of dealing between the parties, under which the insurer accepted overdue premiums when the insured was in good health, will not give his representative or himself the right to pay or tender his premiums after maturity, and he is in a bad state of health, or had died.",True,True
65766,aa67fedb-9a6a-4ee0-ac13-9c623948d8a1,"DEREWECKI v. PENNSYLVANIA RAILROAD COMPANY, 353 F.2d 436 (3rd Cir. 1965)",1965-12-01,1166,absenc show juri bias act caprici unreason court disturb amount juri verdict,It is well established that in the absence of any showing that the jury was biased or acted capriciously or unreasonably this court will not disturb the amount of a jury verdict.,True,True
67582,f29ae23b-9be2-4b07-9979-756714bfd83c,"HUBER v. TAYLOR, 469 F.3d 67 (3rd Cir. 2006)",2006-10-31,1169,attorney owe client fiduciari duti,"It is well-settled law, regardless of jurisdiction, that attorneys owe their clients a fiduciary duty. Akron BarAss''n v. Williams, 104 Ohio St.3d 317, 320, 819 N.E.2d 677(Ohio 2004) (""""The attorney stands in a fiduciary relationship with the client and should exercise professional judgment solely for the benefit of the client and free of compromising influences and loyalties.""""); In re Tsoutsouris,748 N.E.2d 856, 859 (Ind. 2001); Office of Disciplinary Counselv.",True,True
39482,690588e5-6d3a-48a0-b2ef-15eb282069c7,"TERRANCE v. NORTHVILLE REGIONAL PSYCH. HOSP., 286 F.3d 834 (6th Cir. 2002)",2002-04-08,1171,deliber indiffer seriou medic need prison constitut unnecessari wanton inflict pain,"It is well settled that the """"deliberate indifference to serious medical needs of prisoners constitutes the `unnecessary and wanton infliction of pain'' . . . proscribed by theEighth Amendment."""" Estelle v. Gamble,429 U.S. 97, 104, 97 S.Ct. 285,50 L.Ed.2d 251 (1976) (quoting Gregg v. Georgia,428 U.S. 153,173, 96 S.Ct. 2909, 49 L.Ed.2d 859 (1976)).",True,True
62067,a2cbeccb-49e0-44de-a0e4-ee2e4167877e,"SEARCY v. SIMMONS, 299 F.3d 1220 (10th Cir. 2002)",2002-08-19,1172,inmat ownership properti protect properti interest may infring without due process differ right properti right possess properti prison,"It is well-settled that """"[w]hile an inmate''s ownership of property is a protected property interest that may not be infringed without due process, there is a difference between the right to own property and the right to possess property while in prison."""" Hatten v. White,275 F.3d 1208, 1210 (10th Cir. 2002).",True,True
67013,0f3d1cf0-b7cd-46b8-853a-dc1b95001fe2,"JOHANNESSEN v. GULF TRADING  TRANSP. CO., 633 F.2d 653 (2nd Cir. 1980)",1980-10-27,1173,role juri significantli greater jone act fela case common law neglig action,It is well established that the role of the jury is significantly greater in Jones Act and FELA cases than in common law negligence actions.,True,True
53962,d1897290-ccf8-4242-98b0-628e91f45f33,"SIMMONS v. HANSEN, 117 F.2d 49 (8th Cir. 1941)",1941-01-21,1174,invent involv combin known element mechan equival substanti way prior method produc substanti result,It is well established that no invention is involved in combining known elements or their mechanical equivalents in substantially the same way as in a prior method to produce substantially the same result.,True,True
59440,29321dbd-f70c-4a89-9e15-e4f0fa171ebf,"SIMON v. UNITED STATES, 123 F.2d 80 (4th Cir. 1941)",1941-10-10,1176,defend elect make wit may cross-examin,"It is well settled, however, that where a defendant elects to make himself a witness he may be cross-examined as such.",True,True
59784,928c68e5-b57c-4e7c-913f-e2477f80dfc2,"UNITED STATES v. BULACAN, 156 F.3d 963 (9th Cir. 1998)",1998-09-17,1177,individu fourth amend privaci interest contain bag,It is well established that individuals have a Fourth Amendment privacy interest in containers and bags.,True,True
65610,e46c80a3-d599-4cb2-9b9a-69303602844e,"SUGGS v. MUTUAL BEN. HEALTH  ACCIDENT ASS'N, 115 F.2d 80 (10th Cir. 1940)",1940-09-03,1178,sunstrok accid death result sunstrok within protect polici insur bodili injuri sustain wholli accident mean,It is well settled in Oklahoma that sunstroke is an accident and that death resulting from sunstroke is within the protection of a policy insuring against bodily injury sustained wholly through accidental means.,True,True
65861,79b42ffa-cdc7-41c9-94a7-6acb44b621a6,"NATURAL RESOURCES DEFENSE COUN v. U.S.E.P.A., 822 F.2d 104 (D.C. Cir. 1987)",1987-06-30,1180,case judiciari substitut construct statutori provis reason interpret made administr agenc,"It is well-settled that in such cases it is not for the judiciary to """"substitute its own construction of a statutory provision for a reasonable interpretation made by the administrator of an agency.""""Chevron,467 U.S. at 844, 104 S.Ct. at 2782.",True,True
67588,cb6ba62f-d01e-41c3-8f67-b11a1736a74a,"WILSON v. BEARD, 426 F.3d 653 (3rd Cir. 2005)",2005-10-13,1181,normal circumst district court cannot grant habea relief claim procedur default,"It is well settled that, under normal circumstances, a District Court cannot grant habeas relief on a claim that is procedurally defaulted. See Harris v. Reed,489 U.S. 255, 262, 109 S.Ct. 1038, 103 L.Ed.2d 308 (1989).",True,True
60057,2ef1ff38-5483-45b7-b428-22808fa87776,"CARTER v. HEALTH NET OF CALIFORNIA, INC., 374 F.3d 830 (9th Cir. 2004)",2004-07-06,1182,even petit brought feder arbitr act faa petition seek confirm vacat arbitr award feder court must establish independ basi feder jurisdict,"It is well-established that even when a petition is brought under the Federal Arbitration Act (FAA), a petitioner seeking to confirm or vacate an arbitration award in federal court must establish an independent basis for federal jurisdiction. Southland Corp. v. Keating,465 U.S. 1, 15 n. 9,104 S.Ct. 852, 79 L.Ed.2d 1 (1984) (noting that """"[w]hile the Federal Arbitration Act creates federal substantive law requiring the parties to honor arbitration agreements, it does not create any independent federal-question jurisdiction""""); Moses H. ConeMem''l Hosp. v. Mercury Constr.",True,True
59470,93a16cc5-d1e2-41ee-831f-49c3057d76dc,"STOUT v. HANCOCK, 146 F.2d 741 (4th Cir. 1944)",1944-12-20,1184,administr interpret place upon articl entitl great weight particularli view fact call attent congress congress re-enact articl without make chang claus reli contrari interpret,"It is well settled, of course, that the administrative interpretation placed upon the article is entitled to great weight, particularly in view of the fact that it has been called to the attention of Congress and that Congress has re-enacted the article without making any change in the clause relied on for the contrary interpretation.",True,True
58337,b0d93d9e-25d0-43bc-b1d4-b0cfc2dbe691,"R.C. TAYLOR TRUST v. KOTHE, 30 F.2d 77 (1st Cir. 1929)",1929-01-08,1186,claim rent accru file petit bankruptci provabl claim,It is well-settled law in this circuit that a claim for rent accruing after the filing of a petition in bankruptcy is not a provable claim.,True,True
65466,50f46c19-5a88-4003-91a7-e8f50a2b8e59,"COMBS v. WILKINSON, 315 F.3d 548 (6th Cir. 2002)",2002-11-27,1187,§ 1983 liabil impos sole basi respondeat superior,"It is well settled that § 1983 liability will not be imposed solely on the basis of respondeat superior. Hays v. JeffersonCounty,668 F.2d 869, 872 (6th Cir. 1982).[fn4]2.",True,True
24559,c6ee1fd1-a8bc-4e9f-87e1-7f41d9a0540d,"SOULE GLASS AND GLAZING CO. v. N.L.R.B., 652 F.2d 1055 (1st Cir. 1981)",1981-05-07,1188,duti bargain collect," It is well-settled that an employer violates its duty to bargain collectively when it institutes changes in employment conditions without first consulting the union . . . . [However,] [t]he employer''s power to alter working conditions in his plant is not",True,True
67775,0082784b-184a-496b-91f8-b563d0e76228,"UNITED STATES v. FREDERICKSON, 601 F.2d 1358 (8th Cir. 1979)",1979-07-17,1190,plea nolo contender constitut admiss everi essenti element offens well plead charg,"It is well-settled that a plea of nolo contendere constitutes an admission of """"every essential element of the offense [that is] well pleaded in the charge."""" Lott v. United States,367 U.S. 421,426, 81 S.Ct. 1563, 1567, 6 L.Ed.2d 940 (1961); UnitedStates v. Lair, 195 F. 47, 52 (8th Cir. 1912).",True,True
